00006737.jpg	[[[101, 460], [122, 460], [122, 476], [101, 476]], [[117, 456], [184, 454], [185, 475], [118, 478]], [[181, 457], [201, 457], [201, 474], [181, 474]], [[247, 455], [279, 455], [279, 475], [247, 475]], [[204, 454], [256, 454], [256, 477], [204, 477]], [[358, 455], [418, 452], [418, 470], [358, 473]], [[282, 453], [345, 453], [345, 475], [282, 475]], [[423, 453], [481, 453], [481, 470], [423, 470]], [[517, 450], [596, 450], [596, 468], [517, 468]], [[601, 449], [671, 446], [671, 465], [601, 467]], [[676, 446], [778, 444], [778, 463], [676, 464]], [[785, 446], [831, 446], [831, 461], [785, 461]], [[450, 355], [463, 355], [463, 362], [450, 362]], [[539, 352], [574, 352], [574, 363], [539, 363]], [[526, 353], [542, 353], [542, 361], [526, 361]], [[463, 352], [525, 349], [525, 364], [463, 366]], [[573, 351], [602, 351], [602, 362], [573, 362]], [[117, 342], [164, 342], [164, 362], [117, 362]], [[70, 341], [111, 341], [111, 365], [70, 365]], [[102, 314], [137, 314], [137, 337], [102, 337]], [[152, 315], [173, 315], [173, 333], [152, 333]], [[175, 310], [212, 310], [212, 335], [175, 335]], [[462, 298], [503, 296], [504, 314], [463, 317]], [[510, 296], [546, 296], [546, 316], [510, 316]], [[548, 295], [578, 295], [578, 315], [548, 315]], [[75, 275], [263, 268], [264, 294], [76, 300]], [[90, 254], [106, 254], [106, 268], [90, 268]], [[68, 251], [91, 251], [91, 268], [68, 268]], [[125, 249], [172, 249], [172, 267], [125, 267]], [[385, 238], [448, 238], [448, 257], [385, 257]], [[364, 238], [383, 238], [383, 257], [364, 257]], [[453, 236], [482, 236], [482, 256], [453, 256]], [[87, 227], [203, 224], [203, 248], [87, 252]], [[370, 218], [475, 218], [475, 238], [370, 238]], [[507, 216], [552, 216], [552, 235], [507, 235]], [[97, 209], [168, 205], [169, 228], [98, 231]], [[64, 180], [130, 177], [131, 203], [65, 206]], [[147, 183], [168, 183], [168, 197], [147, 197]], [[343, 176], [365, 176], [365, 195], [343, 195]], [[488, 173], [552, 173], [552, 196], [488, 196]], [[360, 175], [407, 172], [408, 195], [361, 197]], [[567, 173], [613, 173], [613, 192], [567, 192]], [[421, 173], [469, 173], [469, 193], [421, 193]], [[716, 172], [741, 172], [741, 188], [716, 188]], [[775, 167], [809, 170], [808, 188], [774, 185]], [[79, 141], [122, 138], [123, 161], [80, 164]], [[235, 138], [327, 136], [327, 158], [235, 160]], [[134, 138], [211, 134], [212, 159], [135, 163]], [[510, 130], [566, 128], [567, 154], [511, 157]], [[121, 109], [154, 109], [154, 129], [121, 129]], [[61, 110], [105, 107], [106, 132], [62, 135]], [[148, 107], [192, 107], [192, 130], [148, 130]], [[267, 105], [317, 105], [317, 128], [267, 128]], [[342, 104], [385, 104], [385, 128], [342, 128]], [[399, 103], [458, 103], [458, 125], [399, 125]], [[508, 104], [527, 104], [527, 122], [508, 122]], [[490, 104], [511, 104], [511, 123], [490, 123]], [[545, 101], [614, 101], [614, 123], [545, 123]], [[677, 99], [720, 99], [720, 122], [677, 122]], [[619, 100], [648, 100], [648, 120], [619, 120]], [[752, 98], [798, 96], [799, 115], [753, 118]], [[804, 96], [833, 96], [833, 116], [804, 116]], [[252, 39], [257, 44], [252, 49], [247, 44]], [[421, 25], [656, 20], [656, 56], [421, 60]], [[699, 18], [821, 12], [823, 52], [701, 58]], [[135, 12], [181, 12], [181, 27], [135, 27]], [[206, 7], [236, 7], [236, 28], [206, 28]], [[58, 10], [82, 10], [82, 18], [58, 18]]]
00009282.jpg	[[[191, 269], [239, 269], [239, 280], [191, 280]], [[110, 266], [191, 263], [191, 281], [111, 284]], [[83, 265], [115, 268], [113, 283], [82, 280]], [[112, 258], [152, 255], [152, 266], [113, 269]], [[187, 257], [261, 254], [262, 267], [187, 270]], [[152, 254], [189, 258], [188, 269], [151, 265]], [[85, 257], [117, 257], [117, 267], [85, 267]], [[180, 242], [262, 243], [261, 257], [180, 255]], [[102, 243], [153, 240], [153, 255], [103, 258]], [[81, 230], [130, 230], [130, 241], [81, 241]], [[110, 204], [167, 204], [167, 221], [110, 221]], [[82, 202], [105, 202], [105, 223], [82, 223]], [[80, 186], [102, 184], [104, 196], [82, 199]], [[108, 182], [182, 182], [182, 199], [108, 199]], [[173, 181], [263, 178], [264, 195], [173, 198]], [[109, 158], [163, 158], [163, 176], [109, 176]], [[82, 158], [100, 158], [100, 177], [82, 177]], [[110, 142], [138, 142], [138, 157], [110, 157]], [[79, 111], [103, 111], [103, 133], [79, 133]], [[162, 111], [227, 109], [228, 126], [162, 128]], [[196, 84], [224, 84], [224, 105], [196, 105]], [[174, 83], [197, 83], [197, 106], [174, 106]], [[144, 83], [168, 83], [168, 106], [144, 106]], [[118, 82], [146, 82], [146, 107], [118, 107]], [[172, 59], [254, 59], [254, 76], [172, 76]], [[88, 58], [172, 58], [172, 76], [88, 76]]]
00015504.jpg	[[[20, 498], [80, 498], [80, 515], [20, 515]], [[480, 489], [526, 489], [526, 507], [480, 507]], [[214, 489], [261, 489], [261, 507], [214, 507]], [[150, 489], [210, 489], [210, 507], [150, 507]], [[22, 481], [135, 481], [135, 499], [22, 499]], [[22, 465], [48, 465], [48, 480], [22, 480]], [[482, 457], [523, 457], [523, 471], [482, 471]], [[216, 457], [258, 457], [258, 471], [216, 471]], [[151, 457], [209, 457], [209, 471], [151, 471]], [[86, 450], [132, 450], [132, 464], [86, 464]], [[20, 448], [93, 445], [94, 462], [21, 466]], [[20, 433], [68, 431], [69, 446], [21, 448]], [[481, 424], [524, 424], [524, 438], [481, 438]], [[214, 424], [258, 424], [258, 439], [214, 439]], [[151, 423], [210, 423], [210, 440], [151, 440]], [[33, 417], [133, 417], [133, 431], [33, 431]], [[25, 400], [43, 400], [43, 412], [25, 412]], [[410, 391], [467, 391], [467, 402], [410, 402]], [[461, 388], [540, 390], [539, 405], [460, 402]], [[213, 387], [260, 389], [259, 407], [212, 404]], [[147, 388], [210, 388], [210, 405], [147, 405]], [[82, 383], [131, 383], [131, 397], [82, 397]], [[24, 384], [87, 384], [87, 395], [24, 395]], [[25, 366], [57, 366], [57, 380], [25, 380]], [[482, 357], [523, 357], [523, 371], [482, 371]], [[214, 357], [260, 357], [260, 372], [214, 372]], [[146, 355], [210, 355], [210, 372], [146, 372]], [[23, 347], [133, 350], [132, 364], [22, 361]], [[24, 336], [46, 336], [46, 344], [24, 344]], [[483, 323], [522, 323], [522, 338], [483, 338]], [[265, 323], [327, 323], [327, 338], [265, 338]], [[213, 321], [260, 321], [260, 340], [213, 340]], [[145, 321], [210, 321], [210, 339], [145, 339]], [[22, 316], [135, 316], [135, 330], [22, 330]], [[21, 301], [45, 299], [47, 310], [22, 313]], [[482, 292], [521, 292], [521, 303], [482, 303]], [[214, 290], [258, 290], [258, 304], [214, 304]], [[145, 288], [210, 288], [210, 305], [145, 305]], [[46, 279], [134, 281], [133, 298], [45, 296]], [[23, 283], [47, 283], [47, 294], [23, 294]], [[43, 267], [68, 267], [68, 279], [43, 279]], [[23, 267], [49, 267], [49, 279], [23, 279]], [[462, 255], [537, 255], [537, 270], [462, 270]], [[263, 255], [325, 255], [325, 270], [263, 270]], [[214, 255], [259, 255], [259, 271], [214, 271]], [[144, 254], [209, 254], [209, 272], [144, 272]], [[23, 248], [133, 248], [133, 263], [23, 263]], [[22, 230], [61, 232], [60, 248], [21, 245]], [[481, 221], [523, 223], [522, 238], [480, 236]], [[263, 223], [326, 223], [326, 237], [263, 237]], [[210, 223], [260, 223], [260, 238], [210, 238]], [[145, 221], [208, 221], [208, 238], [145, 238]], [[22, 214], [110, 216], [110, 231], [21, 229]], [[23, 199], [68, 199], [68, 213], [23, 213]], [[481, 190], [523, 190], [523, 205], [481, 205]], [[282, 191], [326, 188], [327, 202], [283, 205]], [[264, 191], [289, 191], [289, 203], [264, 203]], [[210, 190], [260, 190], [260, 205], [210, 205]], [[145, 189], [209, 189], [209, 206], [145, 206]], [[24, 182], [131, 182], [131, 196], [24, 196]], [[416, 161], [438, 161], [438, 173], [416, 173]], [[335, 160], [381, 160], [381, 174], [335, 174]], [[263, 156], [320, 156], [320, 170], [263, 170]], [[225, 152], [241, 152], [241, 160], [225, 160]], [[481, 148], [524, 148], [524, 162], [481, 162]], [[142, 149], [201, 149], [201, 160], [142, 160]], [[56, 149], [101, 147], [102, 162], [57, 164]], [[257, 141], [322, 139], [323, 153], [257, 155]], [[360, 137], [432, 137], [432, 148], [360, 148]], [[255, 114], [278, 114], [278, 122], [255, 122]], [[280, 112], [329, 112], [329, 123], [280, 123]], [[508, 86], [542, 86], [542, 100], [508, 100]], [[71, 87], [94, 87], [94, 98], [71, 98]], [[23, 86], [67, 86], [67, 100], [23, 100]], [[428, 66], [457, 66], [457, 79], [428, 79]], [[44, 32], [146, 32], [146, 52], [44, 52]], [[98, 7], [146, 7], [146, 21], [98, 21]], [[408, 5], [518, 5], [518, 22], [408, 22]], [[386, 7], [413, 7], [413, 19], [386, 19]], [[274, 2], [377, 4], [377, 22], [273, 20]], [[142, 1], [268, 3], [268, 23], [142, 21]]]
00018069.jpg	[[[26, 251], [48, 251], [48, 264], [26, 264]], [[380, 249], [406, 249], [406, 265], [380, 265]], [[287, 232], [317, 232], [317, 247], [287, 247]], [[238, 232], [263, 232], [263, 247], [238, 247]], [[380, 230], [406, 230], [406, 248], [380, 248]], [[314, 229], [359, 229], [359, 248], [314, 248]], [[24, 230], [51, 230], [51, 247], [24, 247]], [[236, 216], [266, 216], [266, 226], [236, 226]], [[381, 214], [408, 214], [408, 229], [381, 229]], [[24, 213], [49, 213], [49, 229], [24, 229]], [[311, 195], [335, 195], [335, 208], [311, 208]], [[382, 191], [408, 193], [406, 211], [380, 208]], [[24, 193], [49, 193], [49, 210], [24, 210]], [[377, 172], [411, 172], [411, 193], [377, 193]], [[22, 175], [47, 172], [49, 187], [24, 190]], [[24, 154], [52, 154], [52, 173], [24, 173]], [[24, 132], [51, 132], [51, 153], [24, 153]], [[23, 118], [48, 115], [50, 132], [25, 135]], [[368, 79], [400, 79], [400, 96], [368, 96]], [[22, 77], [52, 77], [52, 97], [22, 97]], [[368, 62], [404, 62], [404, 76], [368, 76]], [[19, 57], [50, 57], [50, 77], [19, 77]], [[368, 42], [417, 42], [417, 56], [368, 56]], [[310, 41], [336, 41], [336, 56], [310, 56]], [[22, 41], [51, 41], [51, 57], [22, 57]], [[24, 22], [48, 22], [48, 39], [24, 39]], [[20, 1], [51, 1], [51, 22], [20, 22]]]
00056221.jpg	[[[16, 493], [103, 493], [103, 506], [16, 506]], [[99, 493], [140, 493], [140, 503], [99, 503]], [[117, 368], [157, 368], [157, 382], [117, 382]], [[209, 363], [326, 366], [326, 387], [208, 384]], [[159, 361], [209, 365], [207, 388], [157, 384]], [[61, 364], [116, 367], [115, 385], [61, 382]], [[427, 344], [453, 344], [453, 356], [427, 356]], [[69, 330], [284, 326], [284, 352], [69, 357]], [[300, 313], [405, 306], [407, 334], [301, 341]], [[71, 302], [145, 300], [146, 324], [71, 327]], [[71, 273], [223, 273], [223, 300], [71, 300]], [[488, 276], [504, 276], [504, 288], [488, 288]], [[161, 250], [177, 250], [177, 264], [161, 264]], [[74, 245], [127, 245], [127, 266], [74, 266]], [[127, 245], [156, 245], [156, 265], [127, 265]], [[489, 220], [530, 220], [530, 238], [489, 238]], [[415, 217], [492, 220], [491, 238], [415, 235]], [[146, 219], [220, 219], [220, 237], [146, 237]], [[123, 220], [151, 220], [151, 236], [123, 236]], [[362, 217], [414, 219], [413, 237], [361, 235]], [[80, 214], [127, 220], [125, 242], [78, 236]], [[163, 186], [193, 186], [193, 213], [163, 213]], [[126, 184], [161, 184], [161, 214], [126, 214]], [[89, 183], [128, 180], [131, 214], [92, 218]], [[240, 175], [353, 175], [353, 200], [240, 200]], [[444, 141], [483, 141], [483, 160], [444, 160]], [[239, 139], [300, 139], [300, 160], [239, 160]], [[392, 138], [439, 138], [439, 160], [392, 160]], [[144, 136], [236, 139], [236, 160], [143, 157]], [[68, 140], [141, 137], [142, 158], [68, 161]], [[407, 101], [478, 104], [477, 130], [407, 127]], [[73, 98], [231, 96], [231, 123], [73, 126]], [[50, 26], [55, 26], [55, 33], [50, 33]], [[0, 4], [162, 0], [165, 48], [1, 57]]]
00057937.jpg	[[[47, 718], [73, 718], [73, 736], [47, 736]], [[61, 714], [346, 707], [347, 736], [62, 743]], [[623, 704], [647, 704], [647, 728], [623, 728]], [[683, 703], [709, 703], [709, 728], [683, 728]], [[706, 699], [784, 695], [786, 726], [707, 730]], [[53, 681], [137, 677], [138, 705], [54, 709]], [[137, 679], [204, 673], [206, 700], [139, 706]], [[206, 680], [232, 680], [232, 698], [206, 698]], [[234, 678], [286, 675], [287, 698], [235, 701]], [[343, 676], [432, 671], [434, 697], [345, 702]], [[436, 674], [499, 671], [500, 693], [437, 696]], [[503, 673], [527, 673], [527, 691], [503, 691]], [[622, 671], [706, 669], [706, 692], [622, 695]], [[529, 671], [580, 666], [582, 690], [530, 694]], [[773, 669], [797, 669], [797, 686], [773, 686]], [[707, 668], [771, 664], [772, 688], [708, 692]], [[802, 667], [850, 667], [850, 687], [802, 687]], [[890, 666], [974, 663], [974, 686], [891, 688]], [[64, 485], [122, 485], [122, 508], [64, 508]], [[478, 477], [508, 477], [508, 499], [478, 499]], [[702, 474], [850, 474], [850, 496], [702, 496]], [[66, 450], [136, 453], [135, 475], [65, 473]], [[705, 446], [730, 446], [730, 463], [705, 463]], [[732, 443], [814, 443], [814, 466], [732, 466]], [[475, 444], [519, 439], [522, 465], [478, 469]], [[68, 421], [122, 421], [122, 444], [68, 444]], [[728, 413], [776, 413], [776, 434], [728, 434]], [[704, 414], [729, 414], [729, 431], [704, 431]], [[69, 390], [124, 390], [124, 413], [69, 413]], [[699, 382], [810, 379], [811, 401], [699, 404]], [[474, 369], [526, 369], [526, 414], [474, 414]], [[69, 359], [123, 359], [123, 382], [69, 382]], [[742, 353], [766, 353], [766, 369], [742, 369]], [[694, 351], [745, 348], [746, 371], [696, 374]], [[769, 349], [866, 346], [867, 368], [769, 371]], [[70, 326], [107, 326], [107, 350], [70, 350]], [[479, 324], [530, 324], [530, 347], [479, 347]], [[695, 320], [781, 320], [781, 342], [695, 342]], [[778, 320], [875, 317], [875, 340], [778, 342]], [[71, 296], [107, 296], [107, 322], [71, 322]], [[476, 295], [516, 291], [518, 316], [477, 319]], [[696, 291], [745, 291], [745, 311], [696, 311]], [[764, 291], [858, 286], [859, 306], [765, 310]], [[71, 264], [120, 264], [120, 289], [71, 289]], [[469, 257], [518, 257], [518, 284], [469, 284]], [[738, 256], [790, 253], [791, 278], [739, 281]], [[71, 226], [152, 226], [152, 252], [71, 252]], [[619, 193], [703, 193], [703, 218], [619, 218]], [[702, 191], [776, 188], [777, 215], [703, 218]], [[849, 186], [934, 186], [934, 212], [849, 212]], [[938, 186], [996, 186], [996, 210], [938, 210]], [[346, 176], [429, 173], [429, 196], [346, 198]], [[426, 173], [538, 168], [539, 195], [427, 200]], [[701, 174], [717, 171], [719, 184], [704, 187]], [[642, 168], [670, 171], [667, 194], [640, 190]], [[619, 174], [638, 169], [644, 188], [625, 194]], [[710, 166], [844, 163], [845, 185], [711, 189]], [[850, 162], [933, 162], [933, 188], [850, 188]], [[344, 151], [393, 148], [394, 172], [346, 175]], [[433, 149], [541, 147], [542, 168], [434, 171]], [[615, 141], [700, 138], [701, 168], [616, 171]], [[702, 142], [753, 139], [755, 163], [703, 165]], [[851, 138], [930, 138], [930, 162], [851, 162]], [[514, 99], [641, 97], [642, 130], [515, 132]], [[646, 96], [686, 96], [686, 128], [646, 128]], [[864, 92], [940, 92], [940, 118], [864, 118]], [[957, 86], [999, 86], [999, 116], [957, 116]], [[716, 71], [739, 68], [740, 75], [717, 78]], [[685, 65], [711, 65], [711, 82], [685, 82]], [[777, 55], [815, 64], [810, 85], [773, 76]], [[791, 51], [807, 48], [809, 62], [793, 65]], [[38, 32], [121, 15], [125, 38], [43, 56]], [[9, 18], [47, 18], [47, 29], [9, 29]], [[118, 15], [188, 1], [193, 23], [122, 37]], [[8, 4], [66, 4], [66, 19], [8, 19]], [[191, 7], [229, 1], [231, 12], [193, 19]]]
00059985.jpg	[[[7, 419], [23, 419], [23, 433], [7, 433]], [[315, 417], [330, 417], [330, 432], [315, 432]], [[25, 415], [80, 415], [80, 433], [25, 433]], [[352, 414], [388, 414], [388, 433], [352, 433]], [[333, 414], [359, 414], [359, 434], [333, 434]], [[392, 412], [423, 412], [423, 433], [392, 433]], [[36, 374], [57, 374], [57, 392], [36, 392]], [[193, 372], [221, 372], [221, 394], [193, 394]], [[157, 372], [187, 372], [187, 394], [157, 394]], [[48, 370], [133, 370], [133, 396], [48, 396]], [[7, 333], [78, 333], [78, 351], [7, 351]], [[7, 297], [26, 293], [27, 305], [9, 308]], [[447, 292], [465, 292], [465, 305], [447, 305]], [[382, 292], [401, 292], [401, 305], [382, 305]], [[330, 292], [351, 292], [351, 306], [330, 306]], [[261, 290], [328, 288], [329, 307], [262, 310]], [[170, 290], [226, 290], [226, 307], [170, 307]], [[130, 290], [174, 290], [174, 308], [130, 308]], [[23, 290], [86, 290], [86, 307], [23, 307]], [[395, 288], [451, 288], [451, 309], [395, 309]], [[519, 286], [566, 286], [566, 312], [519, 312]], [[7, 250], [66, 250], [66, 268], [7, 268]], [[8, 211], [29, 211], [29, 223], [8, 223]], [[463, 208], [484, 208], [484, 225], [463, 225]], [[262, 208], [286, 208], [286, 225], [262, 225]], [[196, 207], [229, 207], [229, 227], [196, 227]], [[145, 207], [194, 207], [194, 227], [145, 227]], [[23, 207], [87, 207], [87, 226], [23, 226]], [[521, 206], [564, 206], [564, 226], [521, 226]], [[334, 206], [364, 206], [364, 226], [334, 226]], [[280, 206], [326, 206], [326, 225], [280, 225]], [[395, 204], [462, 202], [463, 225], [396, 227]], [[205, 165], [236, 165], [236, 187], [205, 187]], [[87, 166], [109, 166], [109, 185], [87, 185]], [[29, 165], [91, 163], [92, 185], [30, 188]], [[169, 163], [207, 163], [207, 187], [169, 187]], [[103, 163], [155, 160], [157, 187], [105, 190]], [[173, 124], [194, 124], [194, 142], [173, 142]], [[61, 121], [128, 121], [128, 146], [61, 146]], [[196, 121], [228, 121], [228, 145], [196, 145]], [[141, 121], [172, 121], [172, 145], [141, 145]], [[456, 80], [505, 80], [505, 104], [456, 104]], [[305, 77], [355, 82], [353, 105], [303, 100]], [[109, 79], [159, 79], [159, 103], [109, 103]], [[236, 45], [319, 48], [319, 66], [235, 64]], [[277, 9], [323, 9], [323, 33], [277, 33]], [[370, 6], [492, 8], [492, 34], [370, 32]], [[223, 3], [277, 7], [275, 35], [221, 30]], [[149, 3], [228, 3], [228, 33], [149, 33]]]
00077949.jpg	[[[435, 499], [457, 499], [457, 510], [435, 510]], [[474, 492], [523, 492], [523, 502], [474, 502]], [[400, 487], [440, 487], [440, 498], [400, 498]], [[469, 472], [526, 476], [525, 493], [467, 488]], [[424, 471], [476, 475], [475, 490], [422, 485]], [[397, 471], [425, 473], [424, 484], [396, 482]], [[195, 463], [273, 463], [273, 480], [195, 480]], [[450, 463], [479, 463], [479, 473], [450, 473]], [[277, 460], [354, 462], [353, 480], [276, 478]], [[266, 436], [287, 436], [287, 444], [266, 444]], [[482, 419], [494, 419], [494, 441], [482, 441]], [[449, 346], [501, 346], [501, 383], [449, 383]], [[367, 311], [490, 311], [490, 331], [367, 331]], [[322, 288], [365, 294], [361, 322], [318, 316]], [[502, 279], [516, 279], [516, 287], [502, 287]], [[410, 275], [442, 275], [442, 293], [410, 293]], [[364, 275], [414, 275], [414, 293], [364, 293]], [[448, 273], [502, 273], [502, 293], [448, 293]], [[325, 274], [360, 274], [360, 293], [325, 293]], [[405, 242], [446, 242], [446, 261], [405, 261]], [[365, 239], [403, 239], [403, 264], [365, 264]], [[393, 210], [422, 210], [422, 231], [393, 231]], [[431, 208], [514, 206], [515, 227], [431, 229]], [[458, 182], [489, 182], [489, 197], [458, 197]], [[366, 182], [460, 179], [461, 200], [366, 204]], [[493, 180], [532, 180], [532, 197], [493, 197]], [[363, 153], [502, 146], [503, 167], [365, 173]], [[495, 148], [534, 145], [535, 163], [496, 166]], [[361, 123], [482, 117], [483, 141], [363, 147]], [[414, 90], [472, 83], [476, 116], [418, 123]], [[254, 2], [274, 2], [274, 10], [254, 10]]]
00111002.jpg	[[[74, 637], [241, 637], [241, 664], [74, 664]], [[248, 638], [387, 634], [388, 658], [249, 662]], [[168, 622], [175, 617], [179, 623], [171, 628]], [[135, 616], [155, 616], [155, 632], [135, 632]], [[77, 613], [97, 622], [89, 641], [69, 633]], [[163, 612], [185, 612], [185, 638], [163, 638]], [[96, 552], [137, 552], [137, 579], [96, 579]], [[254, 532], [290, 532], [290, 547], [254, 547]], [[162, 532], [260, 529], [261, 546], [162, 549]], [[292, 530], [350, 530], [350, 547], [292, 547]], [[229, 496], [312, 498], [311, 523], [228, 521]], [[323, 427], [414, 429], [414, 453], [322, 450]], [[123, 414], [132, 414], [132, 424], [123, 424]], [[75, 411], [113, 411], [113, 429], [75, 429]], [[408, 412], [430, 412], [430, 424], [408, 424]], [[354, 410], [403, 410], [403, 424], [354, 424]], [[134, 411], [210, 408], [210, 422], [134, 425]], [[69, 382], [136, 380], [137, 405], [70, 407]], [[138, 381], [191, 381], [191, 406], [138, 406]], [[187, 381], [222, 381], [222, 405], [187, 405]], [[309, 379], [386, 379], [386, 404], [309, 404]], [[383, 380], [432, 377], [433, 403], [385, 405]], [[117, 365], [131, 365], [131, 379], [117, 379]], [[91, 364], [112, 364], [112, 381], [91, 381]], [[136, 362], [199, 358], [201, 380], [138, 383]], [[364, 360], [388, 360], [388, 376], [364, 376]], [[382, 358], [425, 358], [425, 376], [382, 376]], [[320, 356], [365, 359], [363, 378], [319, 376]], [[104, 331], [125, 337], [120, 358], [98, 353]], [[127, 333], [154, 333], [154, 359], [127, 359]], [[188, 332], [215, 332], [215, 358], [188, 358]], [[161, 332], [183, 332], [183, 357], [161, 357]], [[97, 314], [116, 314], [116, 331], [97, 331]], [[132, 314], [174, 311], [175, 325], [132, 328]], [[114, 313], [135, 313], [135, 329], [114, 329]], [[174, 313], [205, 313], [205, 324], [174, 324]], [[321, 310], [344, 310], [344, 326], [321, 326]], [[370, 308], [417, 308], [417, 322], [370, 322]], [[109, 271], [250, 268], [251, 301], [110, 305]], [[118, 250], [164, 250], [164, 265], [118, 265]], [[168, 246], [244, 248], [244, 266], [168, 264]], [[62, 215], [176, 215], [176, 243], [62, 243]], [[337, 214], [382, 214], [382, 240], [337, 240]], [[110, 200], [133, 200], [133, 214], [110, 214]], [[90, 196], [113, 202], [110, 217], [86, 211]], [[222, 199], [248, 199], [248, 209], [222, 209]], [[168, 198], [221, 198], [221, 211], [168, 211]], [[363, 196], [425, 196], [425, 209], [363, 209]], [[66, 196], [90, 196], [90, 214], [66, 214]], [[141, 168], [247, 166], [247, 187], [142, 190]], [[65, 167], [138, 167], [138, 188], [65, 188]], [[177, 142], [202, 138], [205, 158], [180, 162]], [[63, 133], [159, 133], [159, 165], [63, 165]], [[269, 136], [293, 136], [293, 160], [269, 160]], [[200, 134], [245, 134], [245, 161], [200, 161]], [[250, 135], [272, 135], [272, 161], [250, 161]], [[348, 112], [413, 115], [413, 129], [347, 126]], [[304, 114], [354, 114], [354, 128], [304, 128]], [[207, 110], [303, 112], [302, 130], [207, 128]], [[107, 113], [130, 113], [130, 130], [107, 130]], [[128, 110], [181, 108], [182, 131], [129, 133]], [[64, 110], [107, 110], [107, 132], [64, 132]], [[229, 60], [323, 60], [323, 72], [229, 72]], [[165, 61], [229, 61], [229, 71], [165, 71]], [[327, 56], [413, 60], [413, 74], [327, 70]], [[286, 18], [326, 21], [324, 44], [285, 41]], [[159, 21], [290, 18], [290, 42], [160, 45]], [[4, 4], [59, 4], [59, 25], [4, 25]]]
00207393.jpg	[[[279, 180], [285, 180], [285, 185], [279, 185]], [[154, 116], [290, 116], [290, 133], [154, 133]], [[389, 115], [448, 115], [448, 132], [389, 132]], [[359, 116], [383, 116], [383, 131], [359, 131]], [[297, 115], [352, 113], [353, 131], [298, 133]]]
